timestamp,program,ml_course,ir_course,stats_course,db_course,gender,used_chatgpt,birthday,room_estimate,stress_level,sports_hours,random_number,bedtime,good_day_1,good_day_2,est_age_days,sleep_to_10am,bedtime_sin,bedtime_cos,bedtime_anglenorm,bedtime_angle
2025-04-01 12:19:00,AI,0.0,0.0,1.0,1.0,female,1.0,2001-04-10,200.0,20.0,8.0,9.0,00:00:00,Good sleep,Friends,8589.0,10.0,0.0,1.0,0.0,0.0
2025-04-01 12:19:00,AI,1.0,1.0,1.0,1.0,female,1.0,2000-01-01,300.0,20.0,4.0,87.0,00:00:00,Reading,F1,8178.0,10.0,0.0,1.0,0.0,0.0
2025-04-01 12:19:00,AI,1.0,0.0,1.0,1.0,female,1.0,2002-05-05,280.0,20.0,7.0,93.0,00:10:00,That I feel content and happy,Doing something ,8376.0,9.833333333333334,0.043619387365336,0.9990482215818578,0.04363323129985824,0.04363323129985824
2025-04-01 12:19:00,AI,1.0,0.0,1.0,0.0,female,1.0,2000-01-01,380.0,50.0,8.0,5.666666666666667,00:10:00,"good, sunny weather",spending time with my friends,8865.0,9.833333333333334,0.043619387365336,0.9990482215818578,0.04363323129985824,0.04363323129985824
2025-04-01 12:18:00,AI,0.0,0.0,1.0,1.0,female,1.0,2000-01-01,550.0,50.0,8.0,8.0,00:30:00,Good food,Sun ,8426.0,9.5,0.1305261922200515,0.9914448613738104,0.13089969389957462,0.13089969389957462
2025-04-01 12:19:00,AI,1.0,1.0,1.0,1.0,female,1.0,2002-07-10,500.0,85.0,3.0,15.0,00:30:00,Seeing friends,No academic stress,8221.0,9.5,0.1305261922200515,0.9914448613738104,0.13089969389957462,0.13089969389957462
2025-04-01 12:18:00,AI,1.0,1.0,1.0,1.0,female,1.0,2000-01-01,500.0,60.0,6.0,5.0,01:00:00,sun,more sun ,9114.666666666666,9.0,0.2588190451025207,0.9659258262890683,0.26179938779914935,0.26179938779914935
2025-04-01 12:18:00,AI,1.0,0.0,1.0,0.0,female,1.0,2000-01-01,340.0,40.0,9.0,12.666666666666666,01:00:00,Friends,Drinks,9164.0,9.0,0.2588190451025207,0.9659258262890683,0.26179938779914935,0.26179938779914935
2025-04-01 12:18:00,AI,1.0,0.0,1.0,0.0,female,1.0,2000-01-01,400.0,35.0,6.0,823.0,01:00:00,Sunshine,Nice food,9024.666666666666,9.0,0.2588190451025207,0.9659258262890683,0.26179938779914935,0.26179938779914935
2025-04-01 12:19:00,AI,1.0,0.0,1.0,1.0,female,1.0,2000-01-01,550.0,20.0,3.0,77.0,01:00:00,Good Breakfast,Sunshine,9140.333333333334,9.0,0.2588190451025207,0.9659258262890683,0.26179938779914935,0.26179938779914935
2025-04-01 12:19:00,AI,1.0,0.0,1.0,1.0,female,1.0,2000-01-01,330.0,40.0,3.0,18.0,01:00:00,Nice weather,Seeing my loved ones ,7871.0,9.0,0.2588190451025207,0.9659258262890683,0.26179938779914935,0.26179938779914935
2025-04-01 12:17:00,AI,1.0,0.0,1.0,1.0,female,1.0,2001-11-12,300.0,3.0,10.0,25.0,01:02:00,dance,company,8521.0,8.966666666666667,0.2672383760782568,0.9636304532086231,0.270526034059121,0.270526034059121
2025-04-01 12:18:00,AI,1.0,0.0,1.0,0.0,female,1.0,2001-03-10,400.0,40.0,10.0,3.0,01:02:00,workout,sun,8590.0,8.966666666666667,0.2672383760782568,0.9636304532086231,0.270526034059121,0.270526034059121
2025-04-01 12:19:00,AI,1.0,1.0,1.0,1.0,female,1.0,2002-11-08,253.0,55.0,4.0,21.0,01:03:00,Sun ,Laughter ,8278.0,8.95,0.27144044986507426,0.9624552364536473,0.2748893571891069,0.2748893571891069
2025-04-01 12:18:00,AI,1.0,0.0,1.0,1.0,female,1.0,2000-01-01,200.0,30.0,0.0,7.0,01:30:00,My boyfriend,My friends ,8567.0,8.5,0.3826834323650898,0.9238795325112867,0.39269908169872414,0.39269908169872414
2025-04-01 12:18:00,AI,0.0,0.0,1.0,1.0,female,1.0,2000-01-01,150.0,60.0,2.0,42.0,02:00:00,Good meal,Sunny day,9632.0,8.0,0.49999999999999983,0.8660254037844387,0.5235987755982987,0.5235987755982987
2025-04-01 12:19:00,AI,1.0,0.0,1.0,1.0,female,1.0,2000-01-01,450.0,25.0,2.0,32.333333333333336,02:00:00,Sunshine,Food,8537.666666666666,8.0,0.49999999999999983,0.8660254037844387,0.5235987755982987,0.5235987755982987
2025-04-01 12:19:00,AI,1.0,0.0,1.0,1.0,female,1.0,2000-01-01,100.0,77.0,0.0,137.0,05:00:00,Enough sleep,Good food,9200.666666666666,5.0,0.9659258262890683,0.25881904510252074,1.3089969389957472,1.3089969389957472
2025-04-01 12:17:00,AI,0.0,0.0,1.0,1.0,female,1.0,2000-01-01,500.0,60.0,3.0,888.0,10:37:00,Sun1,Sun2,8837.0,-0.6166666666666667,0.6427876096865393,0.7660444431189781,0.6981317007977317,0.6981317007977317
2025-04-01 12:19:00,AI,1.0,1.0,1.0,1.0,female,1.0,2000-01-01,380.0,23.0,3.0,7.666666666666667,12:30:00,Good food,Talking to friends,8314.0,21.5,0.08715574274765785,0.9961946980917455,0.08726646259971615,0.08726646259971615
2025-04-01 12:18:00,AI,1.0,0.0,1.0,0.0,female,1.0,2000-01-01,80.0,80.0,6.0,47.0,22:00:00,Sunny day spent with friends ,going to a rave,8228.0,12.0,-0.5000000000000004,0.8660254037844384,-0.5235987755982994,5.759586531581287
2025-04-01 12:18:00,AI,1.0,1.0,1.0,1.0,female,1.0,1999-10-12,500.0,65.0,4.0,168.0,23:00:00,sun,not encountering a stressful situation,9253.0,11.0,-0.2588190451025207,0.9659258262890683,-0.26179938779914935,6.021385919380437
2025-04-01 12:19:00,AI,1.0,1.0,1.0,1.0,female,1.0,2000-01-01,450.0,50.0,8.0,7.0,23:00:00,Good food ,Nobody dies ,7960.0,11.0,-0.2588190451025207,0.9659258262890683,-0.26179938779914935,6.021385919380437
2025-04-01 12:20:00,AI,1.0,1.0,1.0,1.0,female,1.0,2000-01-01,350.0,20.0,3.0,4.0,23:00:00,Seeing my friends,Sunny weather,9212.0,11.0,-0.2588190451025207,0.9659258262890683,-0.26179938779914935,6.021385919380437
2025-04-01 12:17:00,AI,0.0,0.0,1.0,1.0,female,1.0,2000-01-01,400.0,30.0,10.0,28.0,23:30:00,Coffee,Sports,9612.0,10.5,-0.13052619222005168,0.9914448613738104,-0.13089969389957473,6.152285613280012
2025-04-01 12:17:00,AI,1.0,0.0,1.0,1.0,female,1.0,2000-01-01,300.0,50.0,4.0,38.0,23:30:00,Sun,Activity ,7936.0,10.5,-0.13052619222005168,0.9914448613738104,-0.13089969389957473,6.152285613280012
2025-04-01 12:18:00,AI,1.0,1.0,1.0,0.0,female,1.0,2000-01-01,450.0,60.0,1.0,44.0,23:30:00,Nice weather,Free time,8450.333333333334,10.5,-0.13052619222005168,0.9914448613738104,-0.13089969389957473,6.152285613280012
2025-04-01 12:18:00,AI,1.0,1.0,1.0,1.0,female,1.0,2000-01-01,353.3333333333333,30.0,5.0,13.0,23:30:00,Productivity,Nice weather,8238.0,10.5,-0.13052619222005168,0.9914448613738104,-0.13089969389957473,6.152285613280012
2025-04-01 12:18:00,AI,1.0,0.0,1.0,1.0,female,0.0,2001-03-01,250.0,100.0,4.0,11.0,23:30:00,Sun Shining,Drinking Matcha in the Sun,8863.0,10.5,-0.13052619222005168,0.9914448613738104,-0.13089969389957473,6.152285613280012
2025-04-01 12:19:00,AI,1.0,0.0,1.0,1.0,female,1.0,2000-01-01,230.0,80.0,4.0,28.333333333333332,23:30:00,a good breakfast ,good sleep,7905.0,10.5,-0.13052619222005168,0.9914448613738104,-0.13089969389957473,6.152285613280012
2025-04-01 12:18:00,AI,1.0,1.0,1.0,1.0,female,1.0,2000-01-01,400.0,30.0,4.0,77.0,23:55:00,Sunny weather,Good food,9209.666666666666,10.083333333333334,-0.021814885034561787,0.9997620270799091,-0.021816615649929694,6.261368691529657
2025-04-01 12:17:00,AI,1.0,0.0,1.0,1.0,female,1.0,2000-01-01,550.0,54.0,7.0,74.0,01:00:00,Sun,Food,9363.0,8.444444444444445,0.0218148850345608,0.9997620270799091,0.0218166156499288,0.0218166156499288
2025-04-01 12:19:00,Bioinformatics,1.0,0.0,1.0,1.0,female,1.0,2002-09-10,350.0,70.0,5.0,10.0,00:15:00,having chocolate,Sun :)),8219.0,9.75,0.065403129230143,0.9978589232386035,0.0654498469497873,0.0654498469497873
2025-04-01 12:18:00,Bioinformatics,1.0,0.0,1.0,0.0,female,1.0,2000-01-01,450.0,80.0,3.0,17.0,00:30:00,sleeping,going for a walk,8546.0,9.5,0.1305261922200515,0.9914448613738104,0.13089969389957462,0.13089969389957462
2025-04-01 12:18:00,Bioinformatics,1.0,0.0,1.0,0.0,female,1.0,2001-09-11,600.0,40.0,0.0,658.0,19:00:00,money,love,8553.0,15.0,-0.9659258262890684,0.2588190451025203,-1.3089969389957476,4.974188368183839
2025-04-01 12:19:00,Bioinformatics,1.0,0.0,1.0,0.0,female,1.0,2000-01-01,350.0,30.0,2.0,9.0,22:30:00,Food,More food,8481.0,11.5,-0.38268343236508956,0.9238795325112868,-0.39269908169872386,5.8904862254808625
2025-04-01 12:19:00,Bioinformatics,1.0,0.0,1.0,0.0,female,1.0,2000-07-12,220.0,63.0,5.0,78.0,22:30:00,Sun,Friends,8890.0,11.5,-0.38268343236508956,0.9238795325112868,-0.39269908169872386,5.8904862254808625
2025-04-01 12:18:00,Business,1.0,0.0,1.0,0.0,female,1.0,2000-01-01,500.0,2.0,4.0,7.0,01:00:00,"Sun, good food, being productive",Travelling,8726.0,9.0,0.2588190451025207,0.9659258262890683,0.26179938779914935,0.26179938779914935
2025-04-01 12:18:00,Business,1.0,0.0,1.0,1.0,female,1.0,2000-01-01,480.0,0.0,8.0,10.0,02:03:00,Peace,Nature,9552.0,7.95,0.511293086077052,0.8594064115014527,0.5366887449882562,0.5366887449882562
2025-04-01 12:18:00,Business,1.0,0.0,1.0,1.0,female,1.0,2000-01-01,250.0,50.0,5.0,3.0,12:30:00,feeling productive,socializing ,8322.0,21.5,-0.026176948307873545,0.9996573249755573,-0.026179938779915424,6.257005368399671
2025-04-01 12:18:00,Business,1.0,1.0,1.0,1.0,female,1.0,2000-01-01,400.0,40.0,3.0,9.0,21:45:00,Sleeping in,No assignments,8651.666666666666,12.25,-0.555570233019603,0.8314696123025447,-0.5890486225480871,5.694136684631499
2025-04-01 12:19:00,Business,1.0,1.0,1.0,1.0,female,1.0,2000-03-01,400.0,60.0,7.0,25.0,23:00:00,being able to exercise,get outside,9229.0,11.0,-0.2588190451025207,0.9659258262890683,-0.26179938779914935,6.021385919380437
2025-04-01 12:18:00,Business,1.0,1.0,1.0,1.0,female,1.0,2002-11-11,450.0,89.0,7.0,69.0,23:40:00,Bubble tea,Dog,8186.0,10.333333333333334,-0.08715574274765832,0.9961946980917455,-0.08726646259971661,6.19591884457987
2025-04-01 12:19:00,computational science,1.0,0.0,1.0,0.0,female,1.0,2000-01-01,100.0,20.0,5.0,51.0,00:00:00,sunshine,no exam,8534.333333333334,10.0,0.0,1.0,0.0,0.0
2025-04-01 12:17:00,computational science,0.0,0.0,1.0,0.0,female,1.0,2000-01-01,500.0,15.0,12.0,19.0,00:30:00,Good food ,Friends ,8937.333333333334,9.5,0.1305261922200515,0.9914448613738104,0.13089969389957462,0.13089969389957462
2025-04-01 12:18:00,computational science,0.0,0.0,1.0,1.0,female,1.0,2000-01-01,350.0,35.0,7.0,29.666666666666668,01:00:00,Getting enough sleep,Healthy breakfast,10127.0,9.0,0.2588190451025207,0.9659258262890683,0.26179938779914935,0.26179938779914935
2025-04-01 12:18:00,computational science,1.0,0.0,1.0,0.0,female,1.0,2000-01-01,390.0,37.0,4.0,11.0,01:00:00,Sun ,Good food,8534.333333333334,9.0,0.2588190451025207,0.9659258262890683,0.26179938779914935,0.26179938779914935
2025-04-01 12:18:00,computational science,1.0,0.0,1.0,1.0,female,1.0,2000-01-01,350.0,10.0,12.0,3.0,02:00:00,sun,good food,8567.0,8.0,0.49999999999999983,0.8660254037844387,0.5235987755982987,0.5235987755982987
2025-04-01 12:18:00,computational science,1.0,0.0,1.0,1.0,female,1.0,2000-01-01,330.0,47.0,12.0,30.0,23:45:00,Good food,Sun,8412.0,10.25,-0.06540312923014367,0.9978589232386035,-0.0654498469497879,6.2177354602297985
2025-04-01 12:19:00,computational science,1.0,0.0,1.0,0.0,female,1.0,2000-01-01,150.0,98.0,0.0,23.0,01:00:00,no course,鲜锅兔,8994.0,9.0,0.032719082821775824,0.9994645874763657,0.032724923474893364,0.032724923474893364
2025-04-01 12:17:00,Computer Science,1.0,1.0,1.0,1.0,female,1.0,2000-01-01,300.0,10.0,2.0,37.666666666666664,00:30:00,seeing friends,no work,9231.0,9.5,0.1305261922200515,0.9914448613738104,0.13089969389957462,0.13089969389957462
2025-04-01 12:19:00,Computer Science,1.0,1.0,1.0,1.0,female,1.0,2000-01-01,450.0,70.0,2.0,89.0,00:30:00,enough sleep time,sun,9231.0,9.5,0.1305261922200515,0.9914448613738104,0.13089969389957462,0.13089969389957462
2025-04-01 12:19:00,Computer Science,0.0,0.0,1.0,1.0,female,1.0,2000-01-01,450.0,5.0,10.0,7.0,01:00:00,being outside in the sun,eating good food,9122.0,9.0,0.2588190451025207,0.9659258262890683,0.26179938779914935,0.26179938779914935
2025-04-01 12:17:00,Computer Science,0.0,0.0,1.0,1.0,female,0.0,2000-01-06,100.0,100.0,1.0,60.333333333333336,01:02:00,grade 10,win lottery ,9079.0,8.966666666666667,0.2672383760782568,0.9636304532086231,0.270526034059121,0.270526034059121
2025-04-01 12:18:00,Computer Science,1.0,0.0,1.0,1.0,female,1.0,2000-01-01,5.0,60.0,4.0,8.0,02:03:00,Sunshine,Friends ,8885.666666666666,7.95,0.511293086077052,0.8594064115014527,0.5366887449882562,0.5366887449882562
2025-04-01 12:18:00,Computer Science,1.0,0.0,1.0,1.0,female,1.0,2000-01-01,500.0,100.0,3.0,3.0,12:45:00,Cats,Sun,8705.666666666666,21.25,0.07193265315671947,0.9974094913373519,0.07199483164476617,0.07199483164476617
2025-04-01 12:18:00,Computer Science,1.0,1.0,1.0,1.0,female,1.0,2000-01-01,200.0,30.0,5.0,9.666666666666666,22:30:00,Running in the morning,Meeting new people,8390.666666666666,11.5,-0.38268343236508956,0.9238795325112868,-0.39269908169872386,5.8904862254808625
2025-04-01 12:18:00,Computer Science,1.0,1.0,1.0,1.0,female,1.0,2000-01-01,400.0,66.0,6.0,12.0,23:30:00,Sunny weather ,Good grades ,9250.666666666666,10.5,-0.13052619222005168,0.9914448613738104,-0.13089969389957473,6.152285613280012
2025-04-01 12:21:00,Computer Science,1.0,1.0,1.0,1.0,female,1.0,2000-01-01,450.0,75.0,5.0,88.0,23:30:00,Have free time to chill,Smoke,8262.0,10.5,-0.13052619222005168,0.9914448613738104,-0.13089969389957473,6.152285613280012
2025-04-01 12:17:00,Econometrics,0.0,0.0,1.0,0.0,female,1.0,2000-01-01,100.0,75.0,6.0,777.0,00:30:00,Sun,Cappuccino,9092.0,9.5,0.1305261922200515,0.9914448613738104,0.13089969389957462,0.13089969389957462
2025-04-01 12:19:00,Econometrics,1.0,0.0,1.0,1.0,female,1.0,2001-01-01,320.0,40.0,0.0,7.0,04:00:00,Sleep in,Free,8865.0,6.0,0.8660254037844386,0.5000000000000001,1.0471975511965976,1.0471975511965976
2025-04-01 12:19:00,Econometrics,1.0,0.0,1.0,1.0,female,1.0,2000-01-01,400.0,2.0,5.0,6.0,09:30:00,Peace of mind,Good food,9576.0,0.5,0.6593458151000688,0.7518398074789774,0.7199483164476609,0.7199483164476609
2025-04-01 12:19:00,Econometrics,0.0,0.0,1.0,0.0,female,1.0,2000-01-01,200.0,60.0,3.0,13.0,11:34:00,Sun,Rest,8566.333333333334,22.433333333333334,0.3826834323650898,0.9238795325112867,0.39269908169872414,0.39269908169872414
2025-04-01 12:17:00,Econometrics,0.0,0.0,1.0,1.0,female,1.0,2000-01-01,500.0,60.0,4.0,4.0,12:00:00,Sun,Good food,9299.0,22.0,0.0654031292301431,0.9978589232386035,0.0654498469497874,0.0654498469497874
2025-04-01 12:19:00,Econometrics,1.0,1.0,1.0,1.0,female,1.0,2000-01-01,450.0,10.0,4.0,22.0,23:00:00,Sun,friends,8300.0,11.0,-0.2588190451025207,0.9659258262890683,-0.26179938779914935,6.021385919380437
2025-04-01 12:19:00,Other,1.0,0.0,1.0,1.0,female,1.0,2000-01-01,350.0,87.0,1.0,27.4,02:00:00,getting some work done,time to make music,9047.0,8.0,0.49999999999999983,0.8660254037844387,0.5235987755982987,0.5235987755982987
2025-04-01 12:18:00,AI,1.0,1.0,1.0,1.0,female,1.0,2000-01-01,320.0,70.0,12.0,4.0,23:59:00,Sun,Interacting with my loved ones,9183.666666666666,10.016666666666667,-0.004363309284747432,0.9999904807207345,-0.004363323129986654,6.2788219840496
2025-04-01 12:18:00,Other,0.0,1.0,1.0,0.0,female,1.0,2000-01-01,234.0,40.0,7.0,8.0,23:30:00,Coffee,Running in the sun,8421.0,10.5,-0.13052619222005168,0.9914448613738104,-0.13089969389957473,6.152285613280012
2025-04-01 12:19:00,AI,1.0,1.0,0.0,1.0,female,1.0,2002-01-10,400.0,75.0,3.0,573.0,02:00:00,Nice food,Seeing friends,8227.0,8.0,0.49999999999999983,0.8660254037844387,0.5235987755982987,0.5235987755982987
2025-04-01 12:17:00,AI,1.0,1.0,0.0,1.0,female,1.0,2000-01-01,321.0,82.33333333333333,2.0,31.416,12:30:00,sun,coffee,8470.0,21.5,0.13052619222005155,0.9914448613738104,0.13089969389957468,0.13089969389957468
2025-04-01 12:17:00,AI,1.0,1.0,0.0,1.0,female,1.0,2000-01-01,250.0,100.0,4.0,3.0,23:00:00,Good food ,Nice company ,9305.0,11.0,-0.2588190451025207,0.9659258262890683,-0.26179938779914935,6.021385919380437
2025-04-01 12:18:00,Bioinformatics,0.0,0.0,0.0,0.0,female,1.0,2000-01-01,200.0,10.0,8.0,11.0,01:00:00,Delicious food,Nice weather,8623.0,9.0,0.2588190451025207,0.9659258262890683,0.26179938779914935,0.26179938779914935
2025-04-01 12:18:00,Bioinformatics,0.0,1.0,0.0,1.0,female,1.0,2000-01-01,375.0,30.0,6.0,3.0,23:30:00,Sun,-,8382.0,10.5,-0.13052619222005168,0.9914448613738104,-0.13089969389957473,6.152285613280012
2025-04-01 12:17:00,Business,1.0,0.0,0.0,1.0,female,1.0,2000-10-08,200.0,70.0,0.0,8.0,01:00:00,Passing grade,Credit in balance,9009.0,12.811111111111112,0.44228869021900125,0.8968727415326884,0.4581489286485115,0.4581489286485115
2025-04-01 12:18:00,Computer Science,0.0,0.0,0.0,0.0,female,1.0,1999-11-04,220.0,67.0,4.0,4.0,04:00:00,I take the ADHD medicine ,go out with friends ,9496.0,6.0,0.8660254037844386,0.5000000000000001,1.0471975511965976,1.0471975511965976
2025-04-01 12:18:00,Computer Science,1.0,1.0,0.0,1.0,female,1.0,2003-02-01,356.6666666666667,40.0,10.0,13.0,23:30:00,Stick to my daily routine,Connect with some good person,8134.0,10.5,-0.13052619222005168,0.9914448613738104,-0.13089969389957473,6.152285613280012
2025-04-01 12:19:00,Econometrics,1.0,1.0,0.0,1.0,female,1.0,2003-02-10,458.0,70.0,1.0,47.0,00:15:00,Sun,Family,7861.0,9.75,0.065403129230143,0.9978589232386035,0.0654498469497873,0.0654498469497873
2025-04-01 12:19:00,Econometrics,1.0,0.0,0.0,1.0,female,1.0,2002-10-10,350.0,70.0,1.0,2.0,21:30:00,Sunny weather,Good food,8218.0,12.5,-0.608761429008721,0.7933533402912349,-0.654498469497874,5.6286868376817125
2025-04-01 12:19:00,AI,0.0,0.0,1.0,1.0,female,1.0,2000-01-01,500.0,70.0,1.0,2.0,00:30:00,The sun,Good food,8991.0,9.5,0.1305261922200515,0.9914448613738104,0.13089969389957462,0.13089969389957462
2025-04-01 12:17:00,AI,1.0,0.0,1.0,1.0,female,1.0,1999-01-01,245.66666666666666,2.0,6.333333333333333,99.0,01:00:00,Sunny day,Hanging out with friends,9596.0,9.0,0.2588190451025207,0.9659258262890683,0.26179938779914935,0.26179938779914935
2025-04-01 12:18:00,AI,1.0,1.0,1.0,1.0,female,1.0,2000-01-01,150.0,20.0,4.0,11.0,01:02:00,Good sleep,No uni,8866.0,8.966666666666667,0.2672383760782568,0.9636304532086231,0.270526034059121,0.270526034059121
